user_id	video_id
614873	TV221
614873	TV249
614873	TV252
614873	TV003
881934	TV189
881934	TV214
881934	TV259
881934	TV266
881934	TV276
881934	TV569
849888	TV128
849888	TV185
849888	TV259
849888	TV266
849888	TV231
849888	TV201
326210	TV189
326210	TV214
326210	TV215
326210	TV231
326210	TV237
326210	TV216
704372	TV185
704372	TV259
704372	TV266
704372	TV231
704372	TV204
704372	TV237
72686	TV248
72686	TV234
72686	TV189
72686	TV235
72686	TV215
72686	TV231
459051	TV185
459051	TV214
459051	TV215
459051	TV231
459051	TV201
459051	TV237
245954	TV248
245954	TV234
245954	TV266
245954	TV276
245954	TV221
245954	TV202
481221	TV248
481221	TV239
481221	TV128
481221	TV189
481221	TV235
481221	TV214
348908	TV235
348908	TV259
348908	TV231
348908	TV201
348908	TV232
348908	TV216
698965	TV185
698965	TV214
698965	TV266
698965	TV231
698965	TV237
698965	TV276
19020	TV185
19020	TV235
19020	TV215
19020	TV266
19020	TV204
19020	TV232
340462	TV189
340462	TV235
340462	TV266
340462	TV231
340462	TV204
340462	TV216
73929	TV214
73929	TV215
73929	TV204
73929	TV232
73929	TV276
73929	TV138
321725	TV189
321725	TV214
321725	TV266
321725	TV231
321725	TV569
321725	TV221
722391	TV248
722391	TV214
722391	TV266
722391	TV231
722391	TV237
722391	TV216
390935	TV189
390935	TV215
390935	TV259
390935	TV266
390935	TV231
390935	TV237
266789	TV248
266789	TV239
266789	TV235
266789	TV259
266789	TV266
266789	TV231
772304	TV239
772304	TV215
772304	TV231
772304	TV569
772304	TV221
772304	TV159
265950	TV185
265950	TV189
265950	TV214
265950	TV204
265950	TV237
265950	TV202
86469	TV239
86469	TV189
86469	TV215
86469	TV231
86469	TV237
86469	TV276
725995	TV248
725995	TV189
725995	TV214
725995	TV215
725995	TV231
725995	TV216
683062	TV266
683062	TV201
683062	TV204
683062	TV276
683062	TV569
683062	TV221
338389	TV189
338389	TV214
338389	TV231
338389	TV201
338389	TV253
338389	TV202
461654	TV128
461654	TV214
461654	TV215
461654	TV237
461654	TV276
461654	TV569
26337	TV185
26337	TV235
26337	TV215
26337	TV201
26337	TV216
26337	TV569
642020	TV128
642020	TV185
642020	TV189
642020	TV214
642020	TV201
642020	TV237
30215	TV189
30215	TV214
30215	TV266
30215	TV231
30215	TV237
30215	TV221
248102	TV248
248102	TV235
248102	TV266
248102	TV231
248102	TV201
248102	TV204
361492	TV185
361492	TV189
361492	TV214
361492	TV259
361492	TV201
361492	TV204
284379	TV239
284379	TV189
284379	TV235
284379	TV259
284379	TV266
284379	TV201
337810	TV239
337810	TV189
337810	TV235
337810	TV215
337810	TV237
337810	TV232
374830	TV185
374830	TV215
374830	TV266
374830	TV204
374830	TV159
374830	TV249
196971	TV235
196971	TV216
196971	TV276
196971	TV569
196971	TV221
196971	TV159
245693	TV215
245693	TV216
245693	TV569
245693	TV221
245693	TV202
245693	TV252
300336	TV248
300336	TV185
300336	TV189
300336	TV214
300336	TV237
300336	TV276
367661	TV189
367661	TV214
367661	TV231
367661	TV232
367661	TV569
367661	TV253
375342	TV248
375342	TV239
375342	TV185
375342	TV189
375342	TV214
375342	TV215
381518	TV185
381518	TV189
381518	TV237
381518	TV221
381518	TV159
381518	TV202
173577	TV235
173577	TV259
173577	TV266
173577	TV237
173577	TV232
173577	TV216
518576	TV234
518576	TV235
518576	TV215
518576	TV259
518576	TV201
518576	TV204
456702	TV239
456702	TV128
456702	TV185
456702	TV235
456702	TV215
456702	TV231
18393	TV266
18393	TV204
18393	TV569
18393	TV221
18393	TV202
18393	TV249
66554	TV234
66554	TV259
66554	TV237
66554	TV232
66554	TV276
66554	TV253
383031	TV185
383031	TV235
383031	TV214
383031	TV266
383031	TV201
383031	TV216
810746	TV214
810746	TV215
810746	TV266
810746	TV216
810746	TV221
810746	TV159
874280	TV239
874280	TV185
874280	TV189
874280	TV235
874280	TV215
874280	TV201
746852	TV248
746852	TV239
746852	TV234
746852	TV128
746852	TV185
746852	TV189
850043	TV248
850043	TV185
850043	TV189
850043	TV214
850043	TV215
850043	TV231
6330	TV239
6330	TV128
6330	TV185
6330	TV189
6330	TV259
6330	TV231
608065	TV189
608065	TV232
608065	TV202
608065	TV138
608065	TV003
608065	TV111
358599	TV204
358599	TV237
358599	TV216
358599	TV276
358599	TV253
358599	TV159
571458	TV248
571458	TV239
571458	TV185
571458	TV189
571458	TV235
571458	TV214
390767	TV239
390767	TV185
390767	TV189
390767	TV235
390767	TV215
390767	TV216
693117	TV239
693117	TV185
693117	TV189
693117	TV231
693117	TV201
693117	TV204
864764	TV248
864764	TV239
864764	TV128
864764	TV189
864764	TV214
864764	TV231
108428	TV239
108428	TV128
108428	TV185
108428	TV215
108428	TV266
108428	TV201
314586	TV259
314586	TV266
314586	TV276
314586	TV249
314586	TV252
314586	TV111
631108	TV185
631108	TV189
631108	TV215
631108	TV237
631108	TV216
631108	TV569
360659	TV248
360659	TV239
360659	TV189
360659	TV214
360659	TV259
360659	TV266
550315	TV234
550315	TV235
550315	TV259
550315	TV201
550315	TV204
550315	TV232
513083	TV128
513083	TV259
513083	TV237
513083	TV232
513083	TV253
513083	TV249
548829	TV248
548829	TV231
548829	TV201
548829	TV204
548829	TV569
548829	TV159
307771	TV239
307771	TV234
307771	TV128
307771	TV185
307771	TV235
307771	TV215
289500	TV248
289500	TV185
289500	TV215
289500	TV259
289500	TV266
289500	TV237
102595	TV248
102595	TV185
102595	TV189
102595	TV231
102595	TV201
102595	TV204
352738	TV214
352738	TV215
352738	TV237
352738	TV232
352738	TV276
352738	TV221
341433	TV214
341433	TV237
341433	TV216
341433	TV276
341433	TV221
341433	TV202
393911	TV234
393911	TV128
393911	TV185
393911	TV189
393911	TV214
393911	TV215
421918	TV259
421918	TV204
421918	TV237
421918	TV216
421918	TV221
421918	TV253
311712	TV239
311712	TV189
311712	TV214
311712	TV215
311712	TV231
311712	TV204
142577	TV185
142577	TV189
142577	TV235
142577	TV201
142577	TV216
142577	TV221
113732	TV128
113732	TV185
113732	TV189
113732	TV235
113732	TV259
113732	TV201
343725	TV128
343725	TV185
343725	TV189
343725	TV214
343725	TV231
343725	TV204
456233	TV214
456233	TV215
456233	TV201
456233	TV237
456233	TV159
456233	TV003
312746	TV214
312746	TV259
312746	TV201
312746	TV204
312746	TV237
312746	TV569
401740	TV248
401740	TV239
401740	TV234
401740	TV128
401740	TV189
401740	TV235
480013	TV189
480013	TV214
480013	TV569
480013	TV202
480013	TV111
480013	TV317
704803	TV215
704803	TV276
704803	TV221
704803	TV249
704803	TV252
704803	TV138
739298	TV128
739298	TV185
739298	TV235
739298	TV214
739298	TV215
739298	TV204
358536	TV248
358536	TV185
358536	TV189
358536	TV214
358536	TV266
358536	TV231
704395	TV214
704395	TV215
704395	TV221
704395	TV202
704395	TV003
704395	TV257
582235	TV248
582235	TV189
582235	TV235
582235	TV215
582235	TV259
582235	TV266
368226	TV235
368226	TV214
368226	TV259
368226	TV216
368226	TV159
368226	TV202
655007	TV239
655007	TV128
655007	TV185
655007	TV189
655007	TV259
655007	TV201
213983	TV128
213983	TV215
213983	TV266
213983	TV231
213983	TV276
213983	TV221
460047	TV248
460047	TV239
460047	TV234
460047	TV185
460047	TV189
460047	TV214
874493	TV189
874493	TV215
874493	TV201
874493	TV216
874493	TV276
874493	TV202
160389	TV248
160389	TV239
160389	TV128
160389	TV215
160389	TV231
160389	TV201
772473	TV239
772473	TV234
772473	TV185
772473	TV189
772473	TV235
772473	TV214
255101	TV239
255101	TV185
255101	TV214
255101	TV215
255101	TV266
255101	TV237
252573	TV185
252573	TV189
252573	TV215
252573	TV237
252573	TV569
252573	TV159
566006	TV239
566006	TV234
566006	TV128
566006	TV189
566006	TV235
566006	TV215
420618	TV185
420618	TV214
420618	TV215
420618	TV216
420618	TV569
420618	TV317
159697	TV235
159697	TV215
159697	TV237
159697	TV221
159697	TV249
159697	TV138
599036	TV239
599036	TV235
599036	TV214
599036	TV215
599036	TV259
599036	TV266
23639	TV248
23639	TV189
23639	TV214
23639	TV259
23639	TV237
23639	TV216
370312	TV248
370312	TV234
370312	TV215
370312	TV259
370312	TV201
370312	TV216
617603	TV239
617603	TV234
617603	TV189
617603	TV215
617603	TV259
617603	TV266
145740	TV214
145740	TV266
145740	TV237
145740	TV569
145740	TV253
145740	TV159
588424	TV128
588424	TV185
588424	TV215
588424	TV259
588424	TV231
588424	TV204
826791	TV235
826791	TV214
826791	TV201
826791	TV232
826791	TV216
826791	TV159
674300	TV189
674300	TV215
674300	TV201
674300	TV276
674300	TV253
674300	TV202
50607	TV185
50607	TV189
50607	TV214
50607	TV215
50607	TV231
50607	TV201
319794	TV239
319794	TV185
319794	TV189
319794	TV235
319794	TV231
319794	TV232
605142	TV189
605142	TV235
605142	TV266
605142	TV216
605142	TV221
605142	TV253
597542	TV234
597542	TV189
597542	TV259
597542	TV231
597542	TV237
597542	TV216
109564	TV185
109564	TV231
109564	TV204
109564	TV237
109564	TV216
109564	TV253
818243	TV128
818243	TV189
818243	TV235
818243	TV215
818243	TV266
818243	TV201
585725	TV189
585725	TV235
585725	TV259
585725	TV266
585725	TV204
585725	TV237
181606	TV248
181606	TV239
181606	TV128
181606	TV189
181606	TV235
181606	TV215
517459	TV185
517459	TV266
517459	TV231
517459	TV201
517459	TV237
517459	TV216
710253	TV189
710253	TV259
710253	TV266
710253	TV232
710253	TV276
710253	TV221
15185	TV128
15185	TV214
15185	TV231
15185	TV201
15185	TV237
15185	TV232
375311	TV239
375311	TV234
375311	TV185
375311	TV189
375311	TV235
375311	TV266
172418	TV248
172418	TV185
172418	TV189
172418	TV214
172418	TV204
172418	TV276
380825	TV189
380825	TV235
380825	TV215
380825	TV237
380825	TV216
380825	TV569
315937	TV128
315937	TV185
315937	TV189
315937	TV214
315937	TV215
315937	TV201
113563	TV215
113563	TV259
113563	TV266
113563	TV237
113563	TV276
113563	TV569
386544	TV189
386544	TV214
386544	TV215
386544	TV237
386544	TV221
386544	TV202
749438	TV185
749438	TV189
749438	TV214
749438	TV266
749438	TV231
749438	TV201
361770	TV235
361770	TV215
361770	TV266
361770	TV231
361770	TV201
361770	TV237
190014	TV234
190014	TV235
190014	TV214
190014	TV266
190014	TV201
190014	TV237
864427	TV185
864427	TV189
864427	TV235
864427	TV215
864427	TV201
864427	TV204
346554	TV239
346554	TV128
346554	TV185
346554	TV189
346554	TV214
346554	TV215
426233	TV185
426233	TV235
426233	TV259
426233	TV201
426233	TV253
426233	TV159
697803	TV189
697803	TV235
697803	TV214
697803	TV215
697803	TV201
697803	TV216
381547	TV248
381547	TV239
381547	TV189
381547	TV235
381547	TV214
381547	TV215
647478	TV189
647478	TV235
647478	TV215
647478	TV216
647478	TV276
647478	TV221
5886	TV231
5886	TV237
5886	TV276
5886	TV569
5886	TV202
5886	TV249
873824	TV248
873824	TV185
873824	TV189
873824	TV214
873824	TV259
873824	TV266
640327	TV128
640327	TV185
640327	TV189
640327	TV214
640327	TV201
640327	TV204
418637	TV239
418637	TV128
418637	TV189
418637	TV214
418637	TV231
418637	TV204
701592	TV185
701592	TV215
701592	TV259
701592	TV266
701592	TV231
701592	TV201
266266	TV185
266266	TV235
266266	TV231
266266	TV237
266266	TV232
266266	TV159
324169	TV231
324169	TV204
324169	TV221
324169	TV111
324169	TV317
324169	TV188
248000	TV189
248000	TV214
248000	TV215
248000	TV237
248000	TV232
248000	TV249
706690	TV128
706690	TV185
706690	TV215
706690	TV201
706690	TV204
706690	TV569
197942	TV235
197942	TV259
197942	TV204
197942	TV237
197942	TV216
197942	TV221
314311	TV185
314311	TV235
314311	TV201
314311	TV204
314311	TV276
314311	TV202
169776	TV185
169776	TV235
169776	TV214
169776	TV215
169776	TV201
169776	TV204
363746	TV234
363746	TV128
363746	TV185
363746	TV189
363746	TV201
363746	TV232
606759	TV234
606759	TV128
606759	TV185
606759	TV189
606759	TV214
606759	TV215
342952	TV185
342952	TV189
342952	TV214
342952	TV231
342952	TV201
342952	TV204
695930	TV234
695930	TV235
695930	TV259
695930	TV266
695930	TV204
695930	TV237
645686	TV235
645686	TV201
645686	TV237
645686	TV232
645686	TV216
645686	TV276
758444	TV235
758444	TV259
758444	TV231
758444	TV276
758444	TV569
758444	TV253
424363	TV234
424363	TV185
424363	TV214
424363	TV215
424363	TV266
424363	TV216
9752	TV248
9752	TV239
9752	TV128
9752	TV185
9752	TV189
9752	TV235
618823	TV248
618823	TV189
618823	TV214
618823	TV215
618823	TV231
618823	TV201
210991	TV239
210991	TV128
210991	TV235
210991	TV214
210991	TV231
210991	TV237
875318	TV248
875318	TV189
875318	TV235
875318	TV215
875318	TV266
875318	TV204
106142	TV214
106142	TV215
106142	TV231
106142	TV201
106142	TV204
106142	TV237
5911	TV189
5911	TV235
5911	TV214
5911	TV215
5911	TV231
5911	TV201
396462	TV128
396462	TV235
396462	TV215
396462	TV266
396462	TV231
396462	TV237
446375	TV185
446375	TV189
446375	TV235
446375	TV215
446375	TV259
446375	TV201
642386	TV248
642386	TV128
642386	TV185
642386	TV259
642386	TV231
642386	TV201
258643	TV185
258643	TV189
258643	TV214
258643	TV201
258643	TV204
258643	TV232
584072	TV185
584072	TV189
584072	TV276
584072	TV569
584072	TV202
584072	TV317
692624	TV128
692624	TV185
692624	TV189
692624	TV214
692624	TV215
692624	TV266
179789	TV239
179789	TV189
179789	TV214
179789	TV215
179789	TV231
179789	TV201
869904	TV215
869904	TV266
869904	TV201
869904	TV232
869904	TV276
869904	TV569
609223	TV215
609223	TV237
609223	TV232
609223	TV216
609223	TV276
609223	TV569
366704	TV189
366704	TV214
366704	TV215
366704	TV266
366704	TV276
366704	TV569
883924	TV234
883924	TV128
883924	TV185
883924	TV189
883924	TV259
883924	TV266
690267	TV248
690267	TV239
690267	TV185
690267	TV189
690267	TV235
690267	TV214
682110	TV189
682110	TV214
682110	TV215
682110	TV003
682110	TV111
682110	TV255
507761	TV248
507761	TV239
507761	TV234
507761	TV128
507761	TV185
507761	TV189
183238	TV248
183238	TV128
183238	TV189
183238	TV215
183238	TV201
183238	TV237
392561	TV215
392561	TV259
392561	TV237
392561	TV276
392561	TV569
392561	TV221
682696	TV248
682696	TV235
682696	TV214
682696	TV215
682696	TV259
682696	TV266
580288	TV214
580288	TV259
580288	TV266
580288	TV231
580288	TV204
580288	TV216
575937	TV189
575937	TV235
575937	TV201
575937	TV204
575937	TV237
575937	TV232
337297	TV239
337297	TV234
337297	TV185
337297	TV235
337297	TV231
337297	TV232
313149	TV232
313149	TV202
313149	TV111
313149	TV317
313149	TV144
313149	TV267
148484	TV248
148484	TV234
148484	TV128
148484	TV235
148484	TV214
148484	TV231
859952	TV234
859952	TV214
859952	TV259
859952	TV253
859952	TV159
859952	TV111
686679	TV185
686679	TV235
686679	TV214
686679	TV231
686679	TV201
686679	TV232
371952	TV235
371952	TV259
371952	TV231
371952	TV204
371952	TV232
371952	TV216
276694	TV234
276694	TV189
276694	TV214
276694	TV259
276694	TV231
276694	TV201
487407	TV214
487407	TV237
487407	TV252
487407	TV255
487407	TV198
487407	TV188
309715	TV189
309715	TV235
309715	TV214
309715	TV201
309715	TV204
309715	TV237
316103	TV128
316103	TV235
316103	TV201
316103	TV237
316103	TV159
316103	TV202
407601	TV248
407601	TV235
407601	TV214
407601	TV259
407601	TV204
407601	TV237
295223	TV214
295223	TV569
295223	TV202
295223	TV003
295223	TV111
295223	TV317
380932	TV189
380932	TV259
380932	TV266
380932	TV231
380932	TV237
380932	TV232
354920	TV214
354920	TV215
354920	TV266
354920	TV231
354920	TV204
354920	TV216
255446	TV239
255446	TV215
255446	TV231
255446	TV204
255446	TV216
255446	TV276
743903	TV214
743903	TV215
743903	TV201
743903	TV232
743903	TV216
743903	TV569
248385	TV259
248385	TV276
248385	TV253
248385	TV202
248385	TV249
248385	TV003
245267	TV185
245267	TV214
245267	TV259
245267	TV266
245267	TV231
245267	TV201
174902	TV239
174902	TV235
174902	TV214
174902	TV266
174902	TV231
174902	TV216
244486	TV189
244486	TV235
244486	TV214
244486	TV259
244486	TV266
244486	TV231
808374	TV185
808374	TV215
808374	TV201
808374	TV276
808374	TV202
808374	TV138
605465	TV185
605465	TV189
605465	TV204
605465	TV237
605465	TV232
605465	TV216
345243	TV259
345243	TV231
345243	TV201
345243	TV237
345243	TV221
345243	TV249
584908	TV189
584908	TV231
584908	TV201
584908	TV237
584908	TV216
584908	TV221
860950	TV215
860950	TV259
860950	TV266
860950	TV237
860950	TV276
860950	TV221
15535	TV235
15535	TV259
15535	TV266
15535	TV201
15535	TV232
15535	TV276
424131	TV239
424131	TV128
424131	TV235
424131	TV215
424131	TV216
424131	TV569
188339	TV215
188339	TV237
188339	TV216
188339	TV221
188339	TV138
188339	TV144
726617	TV214
726617	TV215
726617	TV259
726617	TV266
726617	TV216
726617	TV276
296603	TV239
296603	TV234
296603	TV128
296603	TV189
296603	TV235
296603	TV214
338579	TV185
338579	TV214
338579	TV231
338579	TV201
338579	TV204
338579	TV221
326635	TV234
326635	TV185
326635	TV189
326635	TV214
326635	TV215
326635	TV259
634623	TV128
634623	TV214
634623	TV215
634623	TV253
634623	TV202
634623	TV249
867918	TV189
867918	TV235
867918	TV259
867918	TV231
867918	TV204
867918	TV216
350254	TV189
350254	TV214
350254	TV215
350254	TV266
350254	TV231
350254	TV204
14342	TV235
14342	TV214
14342	TV215
14342	TV259
14342	TV266
14342	TV231
647704	TV248
647704	TV189
647704	TV214
647704	TV215
647704	TV237
647704	TV253
863096	TV239
863096	TV234
863096	TV259
863096	TV266
863096	TV231
863096	TV237
211976	TV234
211976	TV128
211976	TV215
211976	TV266
211976	TV201
211976	TV204
352468	TV259
352468	TV266
352468	TV201
352468	TV204
352468	TV237
352468	TV232
336991	TV215
336991	TV259
336991	TV266
336991	TV204
336991	TV253
336991	TV249
588297	TV189
588297	TV214
588297	TV215
588297	TV266
588297	TV231
588297	TV201
596297	TV239
596297	TV185
596297	TV189
596297	TV215
596297	TV232
596297	TV216
327410	TV239
327410	TV234
327410	TV185
327410	TV214
327410	TV259
327410	TV266
445077	TV128
445077	TV235
445077	TV215
445077	TV201
445077	TV237
445077	TV232
302253	TV248
302253	TV214
302253	TV215
302253	TV159
302253	TV202
302253	TV138
348986	TV259
348986	TV204
348986	TV569
348986	TV221
348986	TV253
348986	TV202
450309	TV189
450309	TV214
450309	TV215
450309	TV216
450309	TV569
450309	TV159
765983	TV214
765983	TV259
765983	TV231
765983	TV237
765983	TV232
765983	TV216
355188	TV235
355188	TV215
355188	TV259
355188	TV266
355188	TV204
355188	TV237
428900	TV239
428900	TV185
428900	TV215
428900	TV259
428900	TV266
428900	TV231
301405	TV248
301405	TV128
301405	TV185
301405	TV189
301405	TV215
301405	TV259
383052	TV239
383052	TV185
383052	TV189
383052	TV235
383052	TV214
383052	TV204
578939	TV128
578939	TV235
578939	TV214
578939	TV266
578939	TV201
578939	TV276
837935	TV214
837935	TV569
837935	TV221
837935	TV249
837935	TV111
837935	TV230
250009	TV239
250009	TV234
250009	TV235
250009	TV215
250009	TV259
250009	TV232
264944	TV248
264944	TV189
264944	TV215
264944	TV201
264944	TV232
264944	TV253
703704	TV569
703704	TV221
703704	TV253
703704	TV138
703704	TV003
703704	TV317
385659	TV189
385659	TV215
385659	TV259
385659	TV266
385659	TV204
385659	TV276
477546	TV248
477546	TV239
477546	TV234
477546	TV235
477546	TV215
477546	TV266
518610	TV128
518610	TV185
518610	TV189
518610	TV201
518610	TV216
518610	TV221
348374	TV214
348374	TV204
348374	TV237
348374	TV216
348374	TV253
348374	TV202
844810	TV234
844810	TV185
844810	TV189
844810	TV235
844810	TV214
844810	TV231
237746	TV214
237746	TV215
237746	TV259
237746	TV266
237746	TV237
237746	TV276
302329	TV239
302329	TV235
302329	TV215
302329	TV231
302329	TV204
302329	TV232
158915	TV239
158915	TV128
158915	TV185
158915	TV235
158915	TV215
158915	TV266
401094	TV185
401094	TV189
401094	TV214
401094	TV215
401094	TV259
401094	TV232
339631	TV248
339631	TV239
339631	TV235
339631	TV215
339631	TV266
339631	TV201
300834	TV214
300834	TV216
300834	TV276
300834	TV569
300834	TV253
300834	TV138
226625	TV215
226625	TV266
226625	TV201
226625	TV204
226625	TV237
226625	TV232
84915	TV248
84915	TV189
84915	TV235
84915	TV214
84915	TV266
84915	TV204
701579	TV214
701579	TV259
701579	TV237
701579	TV569
701579	TV253
701579	TV111
653011	TV248
653011	TV239
653011	TV234
653011	TV189
653011	TV235
653011	TV259
384979	TV248
384979	TV239
384979	TV234
384979	TV128
384979	TV185
384979	TV235
380585	TV128
380585	TV215
380585	TV259
380585	TV266
380585	TV201
380585	TV216
342925	TV234
342925	TV128
342925	TV189
342925	TV235
342925	TV214
342925	TV215
873598	TV185
873598	TV189
873598	TV214
873598	TV215
873598	TV237
873598	TV569
337842	TV189
337842	TV214
337842	TV201
337842	TV204
337842	TV216
337842	TV569
598779	TV248
598779	TV239
598779	TV128
598779	TV185
598779	TV189
598779	TV259
348224	TV248
348224	TV128
348224	TV185
348224	TV189
348224	TV214
348224	TV259
858374	TV128
858374	TV214
858374	TV276
858374	TV569
858374	TV253
858374	TV138
582281	TV248
582281	TV234
582281	TV128
582281	TV189
582281	TV235
582281	TV215
374883	TV128
374883	TV185
374883	TV189
374883	TV215
374883	TV231
374883	TV201
868585	TV248
868585	TV128
868585	TV214
868585	TV266
868585	TV201
868585	TV237
332646	TV248
332646	TV234
332646	TV128
332646	TV189
332646	TV235
332646	TV231
835864	TV248
835864	TV128
835864	TV185
835864	TV189
835864	TV259
835864	TV231
188308	TV248
188308	TV128
188308	TV214
188308	TV237
188308	TV569
188308	TV221
832820	TV235
832820	TV215
832820	TV259
832820	TV201
832820	TV204
832820	TV216
595007	TV239
595007	TV234
595007	TV128
595007	TV235
595007	TV214
595007	TV215
508743	TV248
508743	TV239
508743	TV234
508743	TV185
508743	TV214
508743	TV215
315180	TV215
315180	TV259
315180	TV201
315180	TV221
315180	TV159
315180	TV202
249049	TV189
249049	TV214
249049	TV569
249049	TV221
249049	TV252
249049	TV138
849788	TV239
849788	TV234
849788	TV128
849788	TV189
849788	TV235
849788	TV214
312621	TV248
312621	TV189
312621	TV235
312621	TV215
312621	TV259
312621	TV266
885276	TV185
885276	TV235
885276	TV237
885276	TV232
885276	TV216
885276	TV569
668651	TV185
668651	TV189
668651	TV231
668651	TV204
668651	TV569
668651	TV221
369410	TV128
369410	TV185
369410	TV189
369410	TV214
369410	TV259
369410	TV266
680190	TV185
680190	TV235
680190	TV214
680190	TV215
680190	TV201
680190	TV216
177288	TV239
177288	TV234
177288	TV128
177288	TV185
177288	TV214
177288	TV259
583793	TV189
583793	TV259
583793	TV266
583793	TV204
583793	TV237
583793	TV253
253744	TV215
253744	TV259
253744	TV266
253744	TV201
253744	TV204
253744	TV276
153625	TV234
153625	TV214
153625	TV215
153625	TV266
153625	TV201
153625	TV204
449831	TV248
449831	TV189
449831	TV214
449831	TV215
449831	TV259
449831	TV266
321056	TV185
321056	TV235
321056	TV214
321056	TV231
321056	TV201
321056	TV204
245244	TV128
245244	TV215
245244	TV259
245244	TV266
245244	TV237
245244	TV216
511223	TV248
511223	TV239
511223	TV234
511223	TV128
511223	TV185
511223	TV235
601110	TV185
601110	TV189
601110	TV215
601110	TV259
601110	TV266
601110	TV201
367458	TV248
367458	TV185
367458	TV215
367458	TV259
367458	TV201
367458	TV216
711094	TV189
711094	TV235
711094	TV215
711094	TV232
711094	TV216
711094	TV276
427257	TV248
427257	TV234
427257	TV128
427257	TV189
427257	TV214
427257	TV215
336479	TV185
336479	TV214
336479	TV259
336479	TV266
336479	TV231
336479	TV201
422167	TV234
422167	TV128
422167	TV185
422167	TV189
422167	TV215
422167	TV259
247337	TV231
247337	TV204
247337	TV237
247337	TV276
247337	TV569
247337	TV252
478730	TV234
478730	TV128
478730	TV185
478730	TV189
478730	TV214
478730	TV215
332040	TV189
332040	TV231
332040	TV204
332040	TV237
332040	TV232
332040	TV216
575954	TV189
575954	TV214
575954	TV215
575954	TV216
575954	TV569
575954	TV202
615992	TV189
615992	TV214
615992	TV201
615992	TV237
615992	TV232
615992	TV216
301992	TV239
301992	TV185
301992	TV189
301992	TV214
301992	TV215
301992	TV201
349661	TV189
349661	TV235
349661	TV259
349661	TV201
349661	TV237
349661	TV232
352112	TV185
352112	TV189
352112	TV214
352112	TV231
352112	TV204
352112	TV237
762746	TV128
762746	TV185
762746	TV235
762746	TV214
762746	TV215
